"","zcta","total population","Death Count","non-Hisp White","non-Hisp Black","Hisp or Latino","Poverty","Edu1","male1","male2","male3","male4","male5","male6","male7","male8","female1","female2","female3","female4","female5","female6","female7","female8"
"855",93624,1134,2.33333333333333,32,0,1097,473,478,74,127,142,146,97,15,4,0,56,123,124,126,75,14,11,0
"856",93625,7313,56.6666666666666,1690,99,4592,1368,1146,298,624,830,731,671,274,161,92,280,566,808,730,654,285,159,150
"857",93626,1359,15,1064,7,154,42,52,33,71,108,101,190,117,58,33,26,65,88,97,181,95,63,33
"858",93627,123,0.999999999999999,5,0,106,0,0,7,10,14,11,12,4,1,1,7,12,17,11,9,6,0,1
"859",93628,327,0.666666666666666,295,2,17,101,63,19,22,53,22,34,7,1,1,15,20,70,29,24,7,2,1
"860",93630,19162,87.3333333333333,4036,47,13553,4597,4369,987,1782,2321,1922,1615,608,321,151,935,1659,2228,1923,1518,627,365,200
"861",93631,15941,122.333333333333,7938,45,7038,2726,2150,631,1283,1701,1429,1548,600,405,225,614,1271,1620,1543,1532,693,448,398
"862",93633,25,0,25,0,0,0,0,1,1,2,2,6,2,0,0,1,0,1,2,4,2,1,0
"863",93634,33,0.333333333333333,21,0,6,13,14,2,4,3,5,4,2,1,0,0,3,1,4,4,0,0,0
"864",93635,38776,191.666666666667,10743,1177,24846,8105,7133,1756,3725,4388,3900,3400,1239,633,372,1665,3537,4189,3969,3368,1294,759,582
"865",93636,11908,62.3333333333333,7808,130,3362,606,921,310,886,1043,956,1481,811,341,155,299,827,1011,1004,1565,714,328,177
"866",93637,37743,227.333333333333,10279,996,24505,7978,7213,1837,3423,4477,3753,3022,1280,699,380,1716,3261,4232,3780,3103,1361,805,614
"867",93638,49068,250,6507,1286,40176,13658,13547,2623,4695,7330,5035,3614,1308,686,333,2578,4471,5972,4477,3420,1314,755,457
"868",93640,11880,33.6666666666667,304,28,11442,5320,3728,665,1052,2009,1428,948,281,120,57,658,1007,1431,1057,748,226,122,71
"869",93641,595,6.66666666666666,493,22,53,54,61,13,20,67,81,91,48,23,9,6,25,34,29,86,35,22,6
"870",93643,3171,36.6666666666667,2265,19,366,422,275,70,177,226,203,378,297,167,58,83,170,214,215,407,279,145,82
"871",93644,8637,103,7151,33,931,917,831,177,443,686,562,918,656,474,280,188,416,587,608,1028,768,511,335
"872",93645,318,4,271,0,30,0,69,4,21,27,21,37,26,17,3,6,18,20,21,43,31,16,7
"873",93646,10557,32,753,24,9557,4463,3354,680,1103,1410,961,715,268,107,71,629,1082,1369,1003,686,259,143,71
"874",93647,11874,48,657,12,10238,4098,3330,652,1092,1749,1179,882,326,182,102,611,1102,1450,1073,800,350,198,126
"875",93648,15719,63.6666666666666,437,14,15052,4341,4508,903,1523,2148,1645,1184,394,188,97,876,1471,1994,1547,1022,395,199,133
"876",93650,4055,39.3333333333333,935,216,2308,1473,748,158,384,527,316,281,100,86,78,169,338,522,347,312,156,156,125
"877",93651,1674,13.3333333333333,1404,7,168,15,62,26,109,149,101,244,123,56,25,30,114,132,137,256,93,55,24
"878",93652,415,2,86,5,313,151,134,26,49,60,48,22,15,6,6,20,27,52,32,32,10,7,3
"879",93653,1229,14,1002,23,117,102,74,19,70,109,75,175,95,60,24,20,72,71,85,165,102,44,43
"880",93654,29776,198.333333333333,6920,116,21344,6741,6206,1330,2663,3755,2965,2515,959,569,433,1241,2539,3236,2856,2426,1017,702,570
"881",93656,6313,31.3333333333333,1734,88,4322,1932,1695,307,600,799,625,553,192,95,50,310,542,717,611,519,179,137,77
"882",93657,34999,252.333333333333,9368,168,23239,7309,6323,1509,2954,3974,3297,3144,1406,794,396,1402,2975,3712,3338,3126,1438,899,635
"883",93660,4675,12,202,6,4396,2071,1427,256,515,608,475,330,131,43,20,284,523,546,464,316,95,42,27
"884",93662,30237,209,5461,204,22514,6526,6561,1311,2590,3880,3079,2429,1022,576,394,1302,2580,3373,2877,2448,1135,724,517
"885",93664,585,3,532,0,39,28,22,13,28,51,31,71,67,38,8,8,24,38,28,79,69,23,9
"886",93665,472,2.33333333333333,52,43,366,225,193,16,37,67,46,38,20,6,1,31,47,46,48,33,19,8,9
"887",93666,692,1.33333333333333,47,0,634,97,83,33,81,75,78,50,23,8,4,38,79,75,72,45,16,9,6
"888",93667,2604,19.3333333333333,2016,11,269,186,188,86,202,244,184,332,167,96,30,77,185,208,205,332,160,63,33
"889",93668,1118,8.33333333333334,248,2,851,693,515,55,103,122,111,95,64,21,12,46,92,108,95,102,52,25,15
"890",93669,295,2,229,0,39,123,9,12,13,22,15,38,22,14,9,6,10,21,20,45,26,16,6
"891",93673,713,3,136,0,551,255,315,28,55,96,78,62,21,13,15,32,69,80,60,50,25,17,12
"892",93675,3721,37,2845,35,614,266,315,124,247,274,284,467,298,139,65,79,237,235,287,493,295,125,72
"893",93701,12529,58,1094,654,9233,6411,3485,825,1249,1796,1263,865,256,106,44,723,1218,1728,1149,871,234,124,78
"894",93702,48607,270,3397,1785,36268,19250,13040,2696,4770,7032,4454,3391,1184,619,347,2676,4760,6447,4286,3305,1301,823,516
"895",93703,31868,240.666666666667,5978,1958,18717,11418,6421,1620,2863,4087,2983,2500,921,472,366,1514,2664,4125,2966,2594,1054,569,570
"896",93704,27156,232,13399,1177,10401,5785,2510,1024,1798,2904,2541,2591,1201,595,471,948,1671,2788,2590,2971,1446,816,801
"897",93705,36703,270.666666666667,10356,3432,19754,10612,5870,1851,3102,4414,3244,2778,1125,601,451,1720,3090,4551,3416,3208,1453,908,791
"898",93706,41087,310.666666666667,4618,6967,24894,15911,9789,2131,3909,5465,3694,3448,1257,682,436,2050,3729,4974,3519,3080,1209,865,639
"899",93710,30202,236.333333333333,14101,2359,9878,7181,2455,1009,1637,5246,2225,2105,1030,645,453,1044,1570,5674,2227,2393,1260,859,825
"900",93711,36731,322.666666666666,23206,1608,8251,2924,1543,992,1972,3835,2843,3472,2413,1276,748,905,1974,3849,2838,4292,2621,1467,1234
"901",93720,45191,311,27465,1544,8825,3116,1584,1327,3200,4676,4184,4573,1871,881,650,1269,3152,4890,4627,5226,2130,1238,1297
"902",93721,6959,69.6666666666667,1561,845,4153,2282,2185,206,225,1590,1312,770,246,161,110,192,225,627,472,302,196,131,194
"903",93722,76448,342.666666666667,22751,7107,33819,13746,9632,3511,6953,9227,7782,6412,2174,994,467,3300,6563,9364,8393,6961,2447,1212,688
"904",93723,9547,40.6666666666667,3382,357,3799,931,1397,397,740,1020,1035,913,408,206,105,382,692,1011,1002,893,370,238,135
"905",93725,24979,147.333333333333,3272,1261,16860,8131,5585,1228,2319,3275,2285,2051,776,452,263,1129,2216,3119,2239,1978,854,461,334
"906",93726,40705,301.666666666667,12336,3210,18650,10067,5405,1764,3146,5870,3602,3005,1177,671,526,1714,2889,5943,3591,3477,1398,1013,919
"907",93727,71820,444,19688,4287,30783,15728,9113,3560,5948,9435,6725,5320,2295,1170,812,3275,5800,9446,6703,5849,2625,1469,1388
"908",93728,15743,129,5214,755,8682,4036,2876,593,1139,1972,1666,1588,558,276,140,588,1046,1882,1506,1538,609,376,266
"909",93730,9941,45.3333333333333,6617,156,1395,548,335,301,846,789,981,1104,503,206,134,295,774,764,1069,1235,463,222,255
"910",93901,26863,228.333333333333,10246,557,13743,4858,3514,1006,1794,2884,2677,2679,1002,534,480,981,1807,2736,2673,2833,1159,733,885
"911",93905,61087,177,2169,337,56518,15509,19623,3583,5917,9353,7117,3907,1102,529,260,3353,5541,8053,6241,3843,1186,641,461
"912",93906,59461,273.333333333333,10501,1295,40796,8261,10832,2613,4849,7703,6402,5008,1741,875,484,2579,4704,7123,6146,5180,1989,1224,841
"913",93907,21726,112.666666666667,9200,310,9958,2350,3231,761,1580,2329,1919,2545,1122,438,203,742,1392,2227,1947,2620,1089,486,326
"914",93908,13043,69.3333333333334,9085,102,2637,595,744,331,966,1000,977,1673,892,423,217,327,920,911,1110,1787,840,422,247
"915",93920,1369,5.66666666666667,963,3,358,353,148,29,49,112,164,194,133,38,13,29,56,126,126,166,99,22,13
"916",93921,3281,40.3333333333333,2974,10,136,248,63,32,90,118,187,318,332,213,138,40,105,131,204,460,411,264,238
"917",93923,12073,183.333333333333,10609,54,653,656,361,147,526,577,533,1227,1127,740,644,143,458,513,638,1561,1275,859,1105
"918",93924,6279,44.6666666666667,5414,29,549,448,203,123,321,397,398,832,643,240,134,101,305,358,450,981,616,214,166
"919",93925,1671,4.66666666666666,220,3,1429,214,470,74,192,198,165,144,50,17,11,72,154,190,165,154,42,25,18
"920",93926,8726,33.3333333333333,787,27,7670,1230,2134,467,842,1202,910,669,218,92,73,419,809,1041,857,690,220,130,87
"921",93927,17547,55.6666666666667,1368,139,15660,3180,4398,1030,1686,2622,2002,1195,368,160,102,960,1510,2254,1731,1222,350,227,128
"922",93928,506,0.666666666666666,315,47,83,51,0,9,32,130,114,72,9,2,0,6,20,35,42,26,7,0,2
"923",93930,15866,66,2636,73,12706,2191,4026,799,1457,2426,1816,1200,431,180,129,770,1343,1814,1524,1114,443,251,169
"924",93932,592,4.33333333333333,388,10,166,38,31,18,45,25,46,101,37,21,1,15,53,32,59,77,35,19,8
"925",93933,22406,128,8469,1653,5975,3799,2659,773,1455,2881,2059,2063,811,472,197,713,1388,3121,2216,2354,942,608,353
"926",93940,31615,275.666666666666,22759,773,4142,2550,1457,825,1331,4283,3260,3031,1644,871,607,752,1266,3472,3034,3227,1834,1021,1157
"927",93943,6,0,4,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0
"928",93950,15046,143,11769,191,1615,1175,510,302,748,1202,1191,1590,985,486,420,312,639,1153,1390,1984,1160,660,824
"929",93953,4509,61.0000000000001,3804,42,167,334,164,54,159,330,227,421,430,313,233,44,170,296,218,536,473,316,289
"930",93954,302,2.33333333333333,47,0,226,71,70,13,21,49,29,23,12,4,4,13,28,38,24,29,7,6,2
"931",93955,33359,162.666666666667,10891,2616,14470,4593,5402,1510,2340,4473,3813,2837,910,527,328,1439,2306,4252,3611,2695,1093,727,498
"932",93960,27080,59.6666666666666,3836,2868,19188,2387,8326,891,1769,3704,6517,4488,982,261,135,798,1582,1981,1913,1219,414,234,192
"933",93962,673,4.66666666666667,438,0,193,10,25,24,47,60,64,87,34,7,3,18,55,63,58,85,32,24,12
"934",94002,25992,162.333333333333,15898,403,3040,1269,1022,875,1512,2031,3015,2916,1235,636,474,838,1423,2040,3058,2949,1368,822,800
"935",94005,4282,19.3333333333333,2165,80,712,145,247,139,230,261,574,582,236,87,39,145,203,288,554,581,217,91,55
"936",94010,40737,290,25172,368,4396,2353,1329,1205,2760,2734,4076,4745,1984,1159,835,1209,2725,2866,4515,5015,2234,1348,1327
"937",94014,47014,243.333333333333,4988,1444,16092,3979,5886,1403,2679,5493,5175,4917,2014,1076,572,1303,2544,4937,4906,5119,2405,1527,944
"938",94015,60927,377.666666666667,10724,1982,9880,4350,4807,1641,3127,6836,6570,6237,2966,1626,913,1540,2975,6365,6189,6810,3469,2086,1577
"939",94019,18424,82.6666666666667,11653,106,5478,1202,2139,616,1200,1526,1671,2300,1106,489,171,608,1175,1380,1698,2453,1181,518,332
"940",94020,1559,8.66666666666666,1292,16,132,35,65,44,61,104,139,292,137,22,23,17,64,74,154,278,108,23,19
"941",94021,192,0.666666666666666,145,1,30,0,0,4,11,21,23,20,12,2,1,3,10,26,17,30,8,2,2
"942",94022,18500,172.333333333333,12691,92,610,542,250,446,1387,1020,1228,2332,1225,711,588,412,1323,981,1453,2445,1304,795,850
"943",94024,22385,138,14859,103,885,409,188,561,1871,1195,1572,2990,1356,845,550,627,1804,1129,1913,2990,1396,848,738
"944",94025,40526,261,25275,1581,7715,2531,2324,1566,2743,3201,4514,4204,1788,967,747,1524,2737,3163,4777,4256,1981,1207,1151
"945",94027,7089,54.3333333333333,5535,72,281,355,117,146,473,626,358,830,521,281,237,143,481,493,441,920,524,319,296
"946",94028,6534,57,5658,24,307,101,104,174,523,322,359,843,460,314,239,141,437,271,461,879,482,313,316
"947",94030,21536,209,8740,158,2555,1212,1438,554,1182,1787,1835,2515,1038,715,576,521,1135,1720,2088,2676,1183,923,1088
"948",94037,2913,14.3333333333333,2310,15,328,2,93,78,179,195,251,383,230,56,29,80,164,197,268,470,221,47,65
"949",94038,3040,22.3333333333333,1915,22,888,224,292,96,211,243,274,391,218,51,31,79,190,239,279,423,189,67,59
"950",94040,32996,180.666666666667,15289,527,6853,2535,2212,1133,1954,3699,4537,3188,1102,651,488,1195,1817,3070,4167,3075,1329,799,792
"951",94041,13292,59.6666666666667,6295,259,3294,1263,841,449,599,1541,2147,1352,454,197,114,465,571,1335,1833,1255,498,271,211
"952",94043,28358,120,12848,808,5956,1554,1575,1088,1301,2977,4411,2780,1017,499,300,1024,1242,2631,3956,2725,1204,727,476
"953",94044,37296,235,20753,902,6251,1509,1678,1055,2159,3368,3823,4618,1969,824,415,969,2132,3111,3976,4981,2115,1092,689
"954",94060,1554,10,701,4,802,188,291,48,87,199,176,177,97,40,19,58,112,113,160,151,82,26,9
"955",94061,36245,228.333333333333,17681,712,14039,3062,3404,1389,2273,3554,4358,3587,1373,659,534,1330,2254,3189,4370,3899,1646,810,1020
"956",94062,25876,177.333333333333,19207,264,3758,1248,1033,731,1624,1817,2314,3451,1597,731,445,698,1633,1655,2539,3553,1637,779,672
"957",94063,30949,116.333333333333,5564,724,21973,5827,6586,1341,2271,4391,4219,2850,861,398,181,1250,2121,3402,3548,2399,936,486,295
"958",94065,11359,40,5631,193,873,441,157,471,727,591,1570,1278,471,229,86,436,741,642,1693,1410,630,271,113
"959",94066,41130,270.333333333333,14779,841,12022,2645,2738,1273,2417,4147,4552,4616,1816,926,520,1205,2247,3997,4416,4707,2124,1196,971
"960",94070,29166,195.666666666666,21372,214,2917,938,659,945,2052,1719,3162,3548,1422,717,522,977,1916,1667,3436,3735,1606,908,834
"961",94074,214,0.333333333333333,175,1,20,0,12,11,10,18,28,29,17,5,3,3,8,15,20,25,17,4,1
"962",94080,63975,428.666666666666,14107,1479,21737,3547,6936,1983,3853,6781,7043,6702,2795,1516,904,1969,3657,6084,6943,6996,3162,1989,1598
"963",94085,21247,61.3333333333334,5004,373,7812,2870,2311,988,1168,2648,3534,1889,583,221,126,919,1043,2508,2839,1704,612,269,196
"964",94086,45697,216.333333333333,14021,1043,9727,2544,3191,2029,2234,4943,7546,4003,1445,788,421,1956,2191,4841,6020,3892,1620,989,779
"965",94087,54293,322.333333333334,23108,746,4907,3088,1938,2040,3974,3876,6752,5651,1990,1461,961,1978,3839,3740,6793,5574,2396,1832,1436
"966",94089,19245,115.666666666667,6265,389,4278,1042,1874,715,868,1900,2588,1920,843,422,241,679,859,1835,2206,2020,1085,597,467
"967",94102,31176,286.333333333333,11806,4174,5893,6221,4199,452,688,4123,4768,5154,1972,959,565,422,620,3382,2979,2359,1207,930,596
"968",94103,27170,212.333333333333,10241,2822,5941,5135,3542,421,625,3492,5368,4068,1327,614,407,378,596,2548,3005,1980,861,796,684
"969",94104,406,7.33333333333333,132,12,31,89,67,9,8,28,51,65,26,18,13,12,17,27,25,58,19,20,10
"970",94105,5846,14,3074,124,347,254,133,96,59,672,1565,597,209,69,20,114,40,638,1087,431,178,54,17
"971",94107,26599,113.333333333333,14409,1706,2761,3374,1441,673,558,2922,5911,2694,871,433,275,626,572,2737,4560,1922,863,533,449
"972",94108,13768,112.333333333333,4425,239,813,3292,3621,161,289,1560,1500,1332,773,579,454,165,275,1711,1440,1376,823,714,616
"973",94109,55984,481.333333333333,30255,2108,6122,8381,5200,636,794,7558,8292,5647,2704,1668,1204,642,759,8409,6974,4238,2429,1851,2179
"974",94110,69333,367.333333333333,29125,2251,26595,8088,8440,1801,2437,8251,12656,7115,2440,1117,612,1726,2342,7579,10211,5877,2604,1502,1063
"975",94111,3713,28.3333333333333,2016,82,193,461,410,40,67,277,448,509,310,220,109,38,51,221,370,396,322,212,123
"976",94112,79407,559.333333333333,12008,3090,23158,7262,13645,2064,3973,9007,8738,8793,3718,1967,1125,1961,3899,7908,8056,9094,4274,2691,2139
"977",94114,31124,161,23031,566,2936,2320,808,683,692,2352,6824,5205,1717,627,296,645,695,2445,4493,2400,1167,488,395
"978",94115,33021,301.666666666666,18698,4042,2618,4381,1850,714,881,3642,4728,2673,1327,931,607,642,872,4511,4771,2719,1655,1218,1130
"979",94116,43698,422.333333333333,15200,480,2656,3341,5495,990,1952,4226,4419,4946,2290,1426,929,883,1817,4102,4471,5350,2537,1721,1639
"980",94117,39169,171.666666666667,26658,2327,3910,4743,1530,798,729,5239,7413,3572,1312,528,315,780,760,6845,6071,2489,1181,510,627
"981",94118,38319,246.333333333333,20165,614,2443,3712,3185,978,1365,3983,4962,3479,1590,1005,709,996,1302,4460,5123,3679,1949,1387,1352
"982",94121,41203,295,17570,662,2518,4134,4153,927,1618,3860,4557,4488,2080,1326,945,842,1574,3946,4734,4816,2404,1661,1425
"983",94122,56023,362.666666666667,22301,775,3426,4594,5041,1228,1992,6120,7103,5727,2580,1459,943,1233,1976,6562,6724,5982,2931,1844,1619
"984",94123,23088,118.333333333333,18552,168,1255,1277,500,494,460,2503,3868,1673,781,503,366,547,449,3523,4040,1611,1014,627,629
"985",94124,33996,243.666666666667,1944,11170,8481,6980,6064,1217,2296,3984,3355,3483,1227,684,345,1185,2106,4008,3600,3577,1454,865,610
"986",94127,19289,145,10640,622,1711,584,581,556,1037,1337,1962,2481,1207,694,408,486,983,1198,1876,2416,1264,743,641
"987",94128,69,0.333333333333333,27,5,21,0,0,0,0,2,16,23,8,1,0,1,1,3,6,6,1,1,0
"988",94129,3183,5.99999999999999,2421,66,249,154,25,136,168,509,603,192,40,15,2,140,201,439,510,165,45,15,3
"989",94130,2880,7,784,676,663,594,92,63,153,766,367,167,40,4,1,62,138,627,314,142,28,5,3
"990",94131,26881,163.333333333333,16144,1186,3389,2115,1193,744,829,1693,4385,3606,1593,757,454,735,834,1873,3659,2646,1494,850,729
"991",94132,28129,198.333333333333,9770,2348,3270,5168,2445,525,1016,4436,2403,2361,1133,687,433,467,945,5642,2442,2573,1378,852,836
"992",94133,26237,244.333333333333,10201,553,1310,5077,6382,394,724,2735,3037,2637,1557,1099,724,370,689,2849,2679,2646,1611,1227,1259
"993",94134,40798,256,3778,3749,8736,4680,7930,1092,2458,4339,4098,4464,1801,1110,568,1062,2248,4133,4047,4824,2085,1435,1034
