"","zcta","total population","Death Count","non-Hisp White","non-Hisp Black","Hisp or Latino","Poverty","Edu1","male1","male2","male3","male4","male5","male6","male7","male8","female1","female2","female3","female4","female5","female6","female7","female8"
"1170",95032,25089,185.666666666667,18716,220,1920,964,440,650,1893,1739,2257,3124,1169,787,488,642,1707,1615,2634,3154,1452,915,863
"1171",95033,9372,39,7977,36,672,344,186,218,548,648,793,1556,735,272,73,224,514,568,828,1450,635,215,95
"1172",95035,66943,232.666666666667,9838,1837,11264,3815,5846,2318,4205,7395,8594,7291,2653,1254,510,2294,4049,6162,8075,6961,2746,1599,837
"1173",95037,45579,217.333333333333,23380,720,15231,4841,4230,1585,3634,4311,4436,5387,2000,900,435,1568,3452,3953,4739,5320,2173,950,736
"1174",95039,1377,8.33333333333333,421,20,878,186,219,46,90,166,144,164,62,28,8,42,93,151,119,152,66,27,19
"1175",95041,160,2.66666666666666,143,0,13,0,20,4,6,22,12,19,4,2,5,8,10,19,19,16,9,3,2
"1176",95043,639,5,452,2,171,84,76,12,32,44,49,99,55,19,11,14,35,44,53,89,54,14,15
"1177",95045,4046,22.6666666666667,1909,37,1829,416,233,138,253,359,360,513,238,101,43,133,269,366,382,490,232,103,66
"1178",95046,6417,41.6666666666667,2924,26,2884,829,1132,191,434,713,536,786,373,147,78,201,440,643,563,777,305,140,90
"1179",95050,35923,221.333333333333,15571,1084,9276,4127,2666,1319,1890,4787,4446,3397,1150,574,520,1241,1730,4452,4051,3277,1296,841,952
"1180",95051,54327,289.333333333333,19618,1090,9685,4119,2971,2107,3126,5221,7611,5421,1948,1152,708,2039,3148,5046,6713,5367,2160,1507,1053
"1181",95053,2206,0.333333333333333,1158,75,409,13,8,1,1,1004,12,8,1,0,0,0,0,1168,8,2,1,0,0
"1182",95054,23364,75.3333333333332,5252,680,3150,1622,1095,1253,1315,2370,4352,1699,633,329,117,1096,1135,2470,3739,1558,736,366,196
"1183",95060,46377,272.333333333333,32281,737,8646,9447,2498,941,1954,7677,4567,4991,2278,871,526,919,1924,6995,3979,4719,2172,1015,849
"1184",95062,36079,272.333333333333,25061,403,7925,3939,2745,982,1895,4157,4038,4031,1675,608,430,904,1609,3952,3926,4203,1770,877,1022
"1185",95064,7331,0.666666666666666,3571,125,1571,276,2,45,40,3094,145,62,17,2,4,49,55,3583,129,79,21,2,4
"1186",95065,8113,67.6666666666667,5954,80,1530,740,492,222,481,718,747,956,514,200,137,197,460,688,770,1051,484,218,270
"1187",95066,14749,92.6666666666667,12002,101,1391,551,355,371,1103,1253,1255,1928,769,317,255,353,1007,1234,1346,1971,762,398,427
"1188",95070,30617,256.333333333333,15897,94,1079,1091,420,513,2378,2057,1786,4395,1827,1235,793,499,2208,1793,2321,4479,1846,1378,1109
"1189",95073,10154,65.3333333333334,7890,62,1525,692,428,233,534,995,840,1318,706,215,141,234,511,883,839,1491,701,260,253
"1190",95075,331,3.66666666666667,232,1,94,20,21,6,26,35,27,57,13,7,6,8,20,24,29,48,16,4,5
"1191",95076,82474,428,20043,340,58114,13992,18903,3723,6668,10350,8392,7444,2952,1344,872,3366,6433,9290,7899,7658,3096,1587,1400
"1192",95110,18730,73.6666666666666,3918,640,11816,3298,3535,716,1044,3088,3197,1883,503,203,105,613,1038,2094,2059,1344,435,235,173
"1193",95111,58466,217.666666666667,5772,1815,29927,9267,10943,2511,4620,7020,6720,5378,1942,919,393,2418,4469,6546,6427,5324,2148,1125,506
"1194",95112,55927,241.333333333333,13990,2218,24863,10519,8153,1720,2612,10369,7108,5227,1714,809,507,1720,2441,8719,5537,4121,1629,940,754
"1195",95113,893,14.3333333333333,330,132,119,177,44,9,13,134,155,63,20,36,44,13,8,109,82,50,26,71,60
"1196",95116,51496,196.666666666667,3654,1063,33677,10273,11349,2391,4174,6485,6316,4164,1484,841,471,2247,3921,5820,5619,4017,1591,1158,797
"1197",95117,30067,149.333333333333,10784,1514,10448,4882,3191,1264,1906,3640,3924,2775,859,467,370,1170,1790,3261,3656,2769,977,602,637
"1198",95118,31932,182,17353,610,8440,1809,1993,1177,2189,3009,3701,3372,1117,735,375,1103,2146,2826,3804,3412,1397,985,584
"1199",95119,9970,42.6666666666667,4427,321,2962,602,583,351,718,1054,1084,1110,449,205,53,322,683,970,1093,1100,491,201,86
"1200",95120,37457,162.666666666667,21947,265,2589,1006,1096,832,3352,2578,2819,5078,2205,1298,447,786,2979,2357,3518,4953,2347,1320,588
"1201",95121,37469,173.666666666667,3810,1058,12180,4249,5492,1324,2765,4194,4039,3848,1516,703,303,1283,2681,3757,4135,3966,1617,840,498
"1202",95122,56545,192.666666666667,2018,1137,35452,8562,13035,2499,4645,7614,6647,4645,1696,934,409,2336,4303,6740,6089,4530,1823,1128,507
"1203",95123,62228,278.666666666667,26524,2399,18779,4976,4731,2247,4230,6490,7299,6396,2358,1122,461,2120,4131,6177,7531,6569,2875,1344,878
"1204",95124,47082,285,29547,730,8154,2843,2464,1748,3427,3786,5150,5620,1798,1128,679,1590,3272,3468,5442,5539,2021,1395,1019
"1205",95125,51939,415,29499,1480,13063,3348,3315,1967,3077,4164,5960,5740,2224,1123,873,1893,3070,4102,6114,5808,2680,1489,1655
"1206",95126,31049,140.666666666667,12065,1584,11876,4952,3404,1287,1618,3863,4334,2915,1025,398,293,1213,1536,3711,3922,2816,1051,517,550
"1207",95127,61325,290,9682,1237,36230,7619,12779,2484,4622,7718,6831,5805,2161,1110,578,2251,4321,6695,6419,5645,2284,1456,945
"1208",95128,34836,243.666666666667,14405,1365,12940,5155,4090,1314,2011,3837,4524,3517,1197,537,461,1294,1903,3806,4152,3321,1306,727,929
"1209",95129,38720,188,11734,504,2840,2064,1156,1114,2996,3394,4147,4570,1398,914,498,1052,2823,3130,4617,4576,1533,1180,778
"1210",95130,13911,61.3333333333333,6819,442,2546,1018,959,508,914,1301,1640,1633,500,293,146,495,898,1153,1710,1535,571,394,220
"1211",95131,28565,91.3333333333333,3126,701,3879,1722,2303,1147,1712,2709,4165,2857,1106,457,199,1062,1543,2697,3871,2950,1232,551,307
"1212",95132,40299,186,6851,959,6853,3955,4000,1249,2846,3973,4390,4473,1783,1014,419,1193,2591,3674,4342,4528,2063,1137,624
"1213",95133,25401,105.666666666667,2503,572,6225,3499,3904,922,1644,2667,2841,2576,1092,544,226,867,1614,2602,2818,2713,1261,662,352
"1214",95134,15268,33.6666666666667,4191,605,2139,874,683,741,565,1923,3111,1126,339,104,31,750,533,2024,2439,1033,385,116,48
"1215",95135,20120,168.333333333333,6232,399,2269,836,785,532,1660,1149,1854,2088,966,785,596,526,1595,1051,2207,1935,1267,1067,842
"1216",95136,42989,168.333333333333,15192,1982,12126,4312,2680,1782,2679,4427,5452,3959,1686,745,339,1615,2680,4504,5422,4216,2051,911,521
"1217",95138,18889,54,5548,539,3233,496,1111,729,1638,1446,2250,2232,613,242,73,732,1695,1477,2594,2086,690,263,129
"1218",95139,6748,30,3238,236,1903,286,345,259,497,624,747,769,329,115,54,234,458,596,776,766,330,123,71
"1219",95140,191,3.33333333333333,158,2,9,0,0,2,17,14,16,28,22,10,1,3,5,10,18,26,12,6,1
"1220",95148,45528,175.333333333333,5069,1364,12025,3415,4971,1450,3447,4849,4852,5091,1909,828,330,1406,3279,4513,4994,5125,1954,995,506
"1221",95202,6521,87.6666666666668,1501,1200,2957,2525,1649,332,362,695,590,703,319,154,124,300,422,695,561,586,292,181,205
"1222",95203,15696,128,4175,1460,8194,4592,3346,711,1190,1977,1569,1643,650,250,160,686,1124,1709,1444,1496,579,293,215
"1223",95204,27786,333.666666666667,12443,1517,10353,5018,3377,988,1784,2913,2414,2603,1301,706,560,932,1778,2977,2480,2911,1528,916,995
"1224",95205,38069,257,5207,2820,26407,12481,9636,2094,3415,5270,3880,3021,1067,561,340,1891,3292,4522,3544,2788,1184,729,471
"1225",95206,65004,321,4996,9087,36731,14491,13143,3071,6440,8361,6563,5093,1683,809,446,2973,6101,7680,6604,5329,2049,1151,651
"1226",95207,47965,427.666666666666,16081,5526,17109,11756,5679,2014,3455,5907,3989,3677,1857,1028,759,1938,3329,6157,4291,4441,2292,1417,1414
"1227",95209,39488,308.666666666667,14163,4185,10214,4177,3730,1368,3307,4069,3674,3616,1843,755,473,1283,3101,3984,3892,4331,1943,911,938
"1228",95210,39009,255,5982,5073,13168,11796,7558,1765,3401,4947,3262,3077,1360,716,378,1676,3282,4981,3567,3444,1590,905,658
