"","GEOID","AllDeathPerYear","AgeGender_PopDet","male1","male2","male3","male4","male5","male6","male7","male8","female1","female2","female3","female4","female5","female6","female7","female8","male1Share","male2Share","male3Share","male4Share","male5Share","male6Share","male7Share","male8Share","female1Share","female2Share","female3Share","female4Share","female5Share","female6Share","female7Share","female8Share","Both1Share","Both2Share","Both3Share","Both4Share","Both5Share","Both6Share","Both7Share","Both8Share","maleShareUnder30","maleShare30To60","maleShareOver50","maleShareOver60","maleShareOver70","maleShareOver80","femaleShareUnder30","femaleShare30To60","femaleShareOver50","femaleShareOver60","femaleShareOver70","femaleShareOver80","BothShareUnder30","BothShare30To60","BothShareOver50","BothShareOver60","BothShareOver70","BothShareOver80","RaceEth_PopDet","White","Black","Hispanic","WhiteShare","BlackShare","HispanicShare","Edu_PopDet","Edu1","Edu2","Edu3","Edu4","Edu1to2","Edu1to3","Edu1Share","Edu2Share","Edu3Share","Edu4Share","Edu1to2Share","Edu1to3Share","Pov_PopDet","Poverty","Poverty2","PovertyShare","Poverty2Share","Inc_HHDet","Income_Less20K","Income_Less30K","Income_Less40K","Income_Less50K","Income_Less60K","Income_Less75K","Income_Less100K","Income_Less20KShare","Income_Less30KShare","Income_Less40KShare","Income_Less50KShare","Income_Less60KShare","Income_Less75KShare","Income_Less100KShare","Emp_PopDet","UnemployedShare","AnnualDeathPerCap"
"11","90012",180.666666666667,31103,425,826,6063,5998,3664,1093,818,606,428,824,2984,2400,1875,1048,1055,996,0.013664276757869,0.0265569237694113,0.194932964665788,0.19284313410282,0.117802141272546,0.0351413046972961,0.0262997138539691,0.0194836510947497,0.0137607304761599,0.0264926212905508,0.0959392984599556,0.0771629746326721,0.0602835739317751,0.0336944989229335,0.0339195575989454,0.0320226344725589,0.0274250072340289,0.0530495450599621,0.290872263125743,0.270006108735492,0.178085715204321,0.0688358036202296,0.0602192714529145,0.0515062855673086,0.235154165193068,0.310645275375366,0.148538726167894,0.0809246696460149,0.0457833649487188,0.0194836510947497,0.136192650226666,0.137446548564447,0.138443236986786,0.0996366909944378,0.0659421920715044,0.0320226344725589,0.371346815419734,0.448091823939813,0.28698196315468,0.180561360640453,0.111725557020223,0.0515062855673086,31103,4342,4085,8426,0.139600681606276,0.131337813072694,0.27090634343954,21671,8808,4652,3768,4443,13460,17228,0.406441788565364,0.214664759355821,0.173872917724147,0.205020534354668,0.621106547921185,0.794979465645333,20928,7604,13727,0.363340978593272,0.655915519877676,9277,4037,5091,5724,6306,6761,7433,8030,0.435162229168912,0.548776544141425,0.617009809205562,0.679745607416191,0.728791635226905,0.801228845531961,0.865581545758327,26284,0.0286866534774007,0.0058086572570706
"12","90013",90.6666666666666,11772,87,87,1203,2309,2632,791,334,186,74,93,1015,1122,980,324,285,250,0.00739041794087666,0.00739041794087666,0.102191641182467,0.19614339109752,0.223581379544682,0.0671933401291199,0.0283724091063541,0.0158002038735984,0.00628610261637785,0.00790010193679918,0.086221542643561,0.0953109072375127,0.0832483860006796,0.0275229357798165,0.0242099898063201,0.0212368331634387,0.0136765205572545,0.0152905198776758,0.188413183826028,0.291454298335032,0.306829765545362,0.0947162759089365,0.0525823989126741,0.037037037037037,0.11697247706422,0.419724770642202,0.263846415222562,0.111365953109072,0.0441726129799524,0.0158002038735984,0.100407747196738,0.178559293238192,0.125891946992864,0.0729697587495753,0.0454468229697588,0.0212368331634387,0.217380224260958,0.598284063880394,0.389738362215426,0.184335711858648,0.0896194359497112,0.037037037037037,11772,3301,3731,2409,0.280411145090044,0.316938498131159,0.204638124362895,7147,1719,1658,1875,1895,3377,5252,0.240520498111096,0.231985448439905,0.262347838253813,0.265146215195187,0.472505946551,0.734853784804813,7884,4082,5880,0.517757483510908,0.745814307458143,4310,2349,2810,3106,3223,3409,3682,3826,0.545011600928074,0.651972157772622,0.720649651972158,0.747795823665893,0.790951276102088,0.854292343387471,0.887703016241299,7891,0.0974527943226461,0.00770189149394041
"13","90014",67.3333333333334,7005,42,44,760,1338,1345,498,282,162,29,59,641,614,500,210,260,221,0.00599571734475375,0.00628122769450393,0.108493932905068,0.191006423982869,0.192005710206995,0.0710920770877944,0.0402569593147752,0.0231263383297645,0.00413990007137759,0.00842255531763026,0.0915060670949322,0.0876516773733048,0.0713775874375446,0.0299785867237687,0.0371163454675232,0.0315488936473947,0.0101356174161313,0.0147037830121342,0.2,0.278658101356174,0.26338329764454,0.101070663811563,0.0773733047822984,0.0546752319771592,0.120770877944325,0.383012134189864,0.263811563169165,0.134475374732334,0.0633832976445396,0.0231263383297645,0.10406852248394,0.159029264810849,0.14361170592434,0.0986438258386867,0.0686652391149179,0.0315488936473947,0.224839400428266,0.542041399000714,0.407423269093505,0.233119200571021,0.132048536759458,0.0546752319771592,7005,2158,2005,1379,0.308065667380443,0.286224125624554,0.196859386152748,4835,1578,1029,1217,1011,2607,3824,0.326370217166494,0.21282316442606,0.251706308169597,0.209100310237849,0.539193381592554,0.790899689762151,5078,2434,3620,0.479322567940134,0.712879086254431,3715,2491,2682,2894,3144,3226,3290,3568,0.670524899057873,0.721938088829071,0.779004037685061,0.846298788694482,0.868371467025572,0.885598923283984,0.96043068640646,5070,0.0723865877712032,0.00961218177492268
"14","90015",66.3333333333333,18986,615,1152,2760,2772,1603,527,276,128,591,1078,2753,2130,1376,566,424,235,0.0323922890550932,0.0606762877910039,0.145370272832614,0.146002317497103,0.0844306330980723,0.027757294848836,0.0145370272832614,0.00674180975455599,0.031128199726114,0.0567786790266512,0.145001580111661,0.112187927946908,0.0724744548614769,0.0298114400084273,0.0223322448119667,0.0123775413462551,0.0635204887812072,0.117454966817655,0.290371852944275,0.258190245444011,0.156905087959549,0.0575687348572632,0.0368692720952281,0.0191193511008111,0.238438849678711,0.230432950595175,0.102338565258612,0.0490361318866533,0.0212788370378173,0.00674180975455599,0.232908458864426,0.184662382808385,0.110660486674392,0.0645212261666491,0.0347097861582218,0.0123775413462551,0.471347308543137,0.415095333403561,0.212999051933003,0.113557358053302,0.0559886231960392,0.0191193511008111,18986,1944,1240,12875,0.102391235647319,0.0653112819972611,0.678131254608659,11134,5509,1910,1641,2074,7419,9060,0.494790731093946,0.171546613975211,0.147386384048859,0.186276270881983,0.666337345069158,0.813723729118017,17577,6345,12818,0.360983102918587,0.729248449678557,6764,2844,3702,4527,4961,5231,5496,5960,0.420461265523359,0.547309284447073,0.669278533412182,0.733441750443525,0.773358959195742,0.812536960378474,0.88113542282673,14226,0.0694503022634613,0.00349380245092875
"15","90016",327.666666666667,47596,1695,3407,5608,5183,4199,1475,761,450,1710,3199,5403,5414,4950,2064,1209,869,0.03561223632238,0.07158164551643,0.11782502731322,0.108895705521472,0.0882216993024624,0.0309899991595932,0.0159887385494579,0.00945457601479116,0.0359273888562064,0.0672115303807043,0.113517942684259,0.113749054542399,0.104000336162703,0.0433649886545088,0.0254012942264056,0.0182578367930078,0.0715396251785864,0.138793175897134,0.231342969997479,0.222644760063871,0.192222035465165,0.074354987814102,0.0413900327758635,0.027712412807799,0.22501890915203,0.197117404823935,0.110996722413648,0.0564333137238423,0.0254433145642491,0.00945457601479116,0.21665686192117,0.217749390705101,0.153962517858644,0.0870241196739222,0.0436591310194134,0.0182578367930078,0.441675771073199,0.414866795529036,0.264959240272292,0.143457433397765,0.0691024455836625,0.027712412807799,47596,2127,17291,25462,0.0446886292965795,0.36328683082612,0.534960921085806,29375,9551,6798,8634,4392,16349,24983,0.325140425531915,0.231421276595745,0.293923404255319,0.149514893617021,0.55656170212766,0.850485106382979,46721,10053,23752,0.215170908156932,0.508379529547741,16713,4549,7137,9244,10609,11775,13299,15106,0.27218333034165,0.427032848680668,0.553102375396398,0.634775324597619,0.704541374977562,0.795727876503321,0.903847304493508,35824,0.0783552925413131,0.00688433201669608
"16","90017",87.0000000000001,23768,914,1434,4185,3397,1732,615,359,182,840,1424,3399,2516,1515,589,425,242,0.0384550656344665,0.0603332211376641,0.176077078424773,0.142923258162235,0.072871087176035,0.0258751262201279,0.0151043419723999,0.00765735442611915,0.0353416358128576,0.0599124873779872,0.14300740491417,0.105856613934702,0.0637411645910468,0.024781218444968,0.0178811847862673,0.0101817569841804,0.0737967014473241,0.120245708515651,0.319084483338943,0.248779872096937,0.136612251767082,0.0506563446650959,0.0329855267586671,0.0178391114102996,0.274865365196903,0.21579434533827,0.0905839784584315,0.0486368226186469,0.022761696398519,0.00765735442611915,0.238261528105015,0.169597778525749,0.0928138673847189,0.0528441602154157,0.0280629417704477,0.0101817569841804,0.513126893301919,0.385392123864019,0.18339784584315,0.101480982834063,0.0508246381689667,0.0178391114102996,23768,2335,1296,16526,0.0982413328845507,0.0545270952541232,0.695304611242006,13364,6700,2564,1958,2142,9264,11222,0.501346902125112,0.191858724932655,0.146513020053876,0.160281352888357,0.693205627057767,0.839718647111643,22261,10667,16830,0.479178832936526,0.756030726382463,8620,4131,5467,6198,6809,7246,7555,7957,0.4792343387471,0.634222737819025,0.719025522041763,0.789907192575406,0.840603248259861,0.876450116009281,0.923085846867749,17438,0.0521848835875674,0.00366038370918883
"17","90018",375.333333333333,49310,1845,3632,5943,5269,4271,1539,819,452,1738,3327,5743,5394,5002,1918,1268,1150,0.0374163455688501,0.0736564591360779,0.120523220442101,0.106854593388765,0.0866152910160211,0.0312107077671872,0.016609207057392,0.00916649766781586,0.0352464003244778,0.0674711011965119,0.116467248022713,0.109389576150882,0.101439870208883,0.0388967755019266,0.0257148651389171,0.0233218414114784,0.0726627458933279,0.14112756033259,0.236990468464814,0.216244169539647,0.188055161224904,0.0701074832691138,0.0423240721963091,0.0324883390792943,0.231596025147029,0.193469884404786,0.11072804704928,0.0569864124923951,0.0257757047252079,0.00916649766781586,0.219184749543703,0.210829446359765,0.153903873453661,0.087933482052322,0.0490367065503955,0.0233218414114784,0.450780774690732,0.404299330764551,0.264631920502941,0.144919894544717,0.0748124112756033,0.0324883390792943,49310,1833,15111,29312,0.0371729872236869,0.306448996146826,0.594443317785439,30233,12136,7630,6507,3960,19766,26273,0.401415671617107,0.252373234545034,0.215228392815797,0.130982701022062,0.653788906162141,0.869017298977938,47593,12886,27396,0.270754102494064,0.575630870085937,15417,4619,6779,8668,10177,11602,12751,14047,0.299604332879289,0.439709411688396,0.562236492183953,0.660115456963093,0.752545890899656,0.827074009210612,0.911137056496076,37030,0.0819605725087767,0.00761170824038396
"18","90019",389.333333333333,64458,2024,3762,7550,7790,6106,2307,1187,716,1997,3645,6989,7715,6790,2874,1626,1380,0.0314002916627882,0.0583635855906171,0.117130534611685,0.120853889354308,0.0947283502435695,0.0357907474634646,0.0184150919978901,0.0111080083154923,0.0309814142542431,0.0565484501535884,0.108427192900804,0.119690340997239,0.105339911260045,0.0445871730429117,0.0252257283812715,0.0214092897700828,0.0623817059170313,0.114912035744206,0.225557727512489,0.240544230351547,0.200068261503615,0.0803779205063762,0.0436408203791616,0.0325172980855751,0.20689441186509,0.215582239597878,0.124577244096931,0.0653138477768469,0.0295231003133824,0.0111080083154923,0.195957057308635,0.225030252257284,0.159344069006175,0.091222191194266,0.0466350181513544,0.0214092897700828,0.402851469173725,0.440612491855161,0.283921313103106,0.156536038971113,0.0761581184647367,0.0325172980855751,64458,8068,14712,29701,0.125166775264513,0.228241645722796,0.460780663377703,44099,11714,9260,9424,13701,20974,30398,0.265629606113517,0.209982085761582,0.213700990952176,0.310687317172725,0.475611691875099,0.689312682827275,63143,13004,31145,0.205945235418019,0.493245490394818,23689,5355,8438,11597,13885,15597,17489,19601,0.22605428679978,0.356199079741652,0.489552112794968,0.586137025623707,0.658406855502554,0.738275148803242,0.827430452952847,51229,0.0681059556110797,0.0060401088046997
"19","90020",140,38967,1174,2119,4704,5835,3541,1256,535,217,1089,1936,4666,5475,3826,1519,708,367,0.0301280570739344,0.0543793466266328,0.120717530217877,0.149742089460313,0.0908717632868838,0.0322324017758616,0.0137295660430621,0.00556881463802705,0.0279467241512049,0.0496830651576975,0.119742346087715,0.140503502964047,0.0981856442630944,0.0389817024661893,0.0181692201093233,0.00941822567813791,0.0580747812251392,0.10406241178433,0.240459876305592,0.290245592424359,0.189057407549978,0.071214104242051,0.0318987861523854,0.014987040316165,0.205224933918444,0.240613852747196,0.10544819975877,0.0515307824569508,0.0192983806810891,0.00556881463802705,0.197372135396618,0.238689147227141,0.127389842687402,0.0665691482536505,0.0275874457874612,0.00941822567813791,0.402597069315061,0.479302999974337,0.232838042446172,0.118099930710601,0.0468858264685503,0.014987040316165,38967,4030,2140,13638,0.103420843277645,0.0549182641722483,0.34998845176688,28848,5564,6048,5790,11446,11612,17402,0.192872989462008,0.209650582362729,0.200707154742096,0.396769273433167,0.402523571824737,0.603230726566833,40517,6933,18680,0.171113359824271,0.46104104449984,16902,3760,6051,8667,10435,11713,13407,15095,0.222458880605845,0.358004969826056,0.512779552715655,0.617382558277127,0.692994911844752,0.793219737309194,0.893089575198201,33746,0.0813429739821016,0.00359278363743681
"20","90021",26.6666666666667,3951,51,155,386,725,982,372,93,26,57,71,259,321,326,93,25,9,0.0129081245254366,0.0392305745380916,0.0976967856238927,0.183497848645912,0.248544672234877,0.0941533788914199,0.023538344722855,0.00658061250316376,0.0144267274107821,0.0179701341432549,0.0655530245507466,0.0812452543659833,0.0825107567704379,0.023538344722855,0.00632751202227284,0.00227790432801822,0.0273348519362187,0.0572007086813465,0.163249810174639,0.264743103011896,0.331055429005315,0.117691723614275,0.0298658567451278,0.00885851683118198,0.149835484687421,0.43204252088079,0.277904328018223,0.124272336117439,0.0301189572260187,0.00658061250316376,0.0979498861047836,0.163756011136421,0.085041761579347,0.032143761073146,0.00860541635029106,0.00227790432801822,0.247785370792205,0.595798532017211,0.36294608959757,0.156416097190585,0.0387243735763098,0.00885851683118198,3951,858,1200,1631,0.217160212604404,0.303720577069096,0.41280688433308,2263,639,446,744,434,1085,1829,0.282368537339814,0.197083517454706,0.328767123287671,0.191780821917808,0.479452054794521,0.808219178082192,2602,1137,1997,0.436971560338201,0.767486548808609,1485,900,1032,1181,1181,1202,1254,1318,0.606060606060606,0.694949494949495,0.795286195286195,0.795286195286195,0.809427609427609,0.844444444444444,0.887542087542088,2500,0.1008,0.00674934615709103
"21","90022",326,67179,2909,5645,8765,7374,5044,1807,1038,634,2761,5464,8229,7152,5444,2290,1503,1120,0.0433022224206969,0.0840292353265157,0.130472320219116,0.109766444871165,0.0750829872430373,0.0268982866669644,0.015451257089269,0.00943747301984251,0.0410991530091249,0.0813349409785796,0.122493636404233,0.106461840753807,0.0810372288959347,0.0340880334628381,0.0223730630107623,0.016671876628113,0.0844013754298218,0.165364176305095,0.25296595662335,0.216228285624972,0.156120216138972,0.0609863201298025,0.0378243201000313,0.0261093496479555,0.257803777966329,0.184849432114202,0.0977388767323122,0.0517870167760759,0.0248887301091115,0.00943747301984251,0.244927730391938,0.187499069649742,0.124339451316632,0.0731329731017133,0.0390449396388752,0.016671876628113,0.502731508358267,0.372348501763944,0.222078328048944,0.124919989877789,0.0639336697479867,0.0261093496479555,67179,1163,140,65152,0.0173119576057994,0.00208398457851412,0.969826880423942,38805,21147,8847,6915,1896,29994,36909,0.544955546965597,0.227986084267491,0.178198685736374,0.0488596830305373,0.772941631233089,0.951140316969463,67023,15674,38379,0.233860018202707,0.572624322993599,17167,4486,6770,9138,10947,12500,14341,15739,0.261315314265742,0.394361274538358,0.532300343682647,0.637676938311877,0.728141201141725,0.835381837245879,0.916817149181569,49819,0.0708163552058452,0.00485270694711145
"22","90023",202,45903,2037,4091,6216,5201,3327,1128,646,391,2116,4022,5640,4943,3373,1314,832,626,0.0443761845631005,0.0891227152909396,0.135415985883276,0.113304141341525,0.0724789229462127,0.0245735572838377,0.0140731542600701,0.00851796178898983,0.0460972049757096,0.0876195455634708,0.122867786419188,0.107683593664902,0.0734810360978585,0.0286255800274492,0.0181251770036817,0.0136374528897893,0.0904733895388101,0.17674226085441,0.258283772302464,0.220987735006427,0.145959959044071,0.0531991373112868,0.0321983312637518,0.0221554146787792,0.268914885737316,0.185783064287737,0.0899941180315012,0.0471646733328976,0.02259111604906,0.00851796178898983,0.256584536958369,0.181164629762761,0.105875432978237,0.0603882099209202,0.031762629893471,0.0136374528897893,0.525499422695684,0.366947694050498,0.195869551009738,0.107552883253818,0.054353745942531,0.0221554146787792,45903,508,119,44854,0.0110668148051326,0.00259242315317082,0.977147463128772,24945,14658,5981,2919,1387,20639,23558,0.587612748045701,0.239767488474644,0.117017438364402,0.0556023251152536,0.827380236520345,0.944397674884746,44301,14620,30625,0.330015123812104,0.691293650256202,10705,3058,4850,6476,7466,8407,9363,10063,0.285660906118636,0.453059318075666,0.604950957496497,0.697431106959365,0.785333956095283,0.874638019617001,0.940028024287716,32166,0.0460113162967108,0.00440058383983618
"23","90024",237.333333333333,47452,552,868,12372,3287,2159,1174,920,916,524,821,14341,3050,2405,1576,1110,1377,0.0116328078900784,0.0182921689286015,0.260726629014583,0.0692699991570429,0.0454986091207958,0.0247407906937537,0.0193880131501307,0.0193037174407823,0.0110427379246396,0.0173016943437579,0.30222119194133,0.0642754783781505,0.050682795245722,0.0332125094832673,0.0233920593441794,0.0290187979431847,0.022675545814718,0.0355938632723594,0.562947820955913,0.133545477535193,0.0961814043665177,0.057953300177021,0.04278007249431,0.048322515383967,0.290651605833263,0.114768608277839,0.0927463542105707,0.0634325212846666,0.0386917305909129,0.0193037174407823,0.330565624209728,0.114958273623873,0.120395346876844,0.0856233667706314,0.0524108572873641,0.0290187979431847,0.621217230042991,0.229726881901711,0.213141701087415,0.149055888055298,0.091102587878277,0.048322515383967,47452,27197,969,4314,0.573147601787069,0.0204206355896485,0.0909129225322431,22988,996,1927,4370,15695,2923,7293,0.0433269531929702,0.083826344179572,0.190099182182008,0.68274752044545,0.127153297372542,0.31725247955455,35729,11029,14045,0.308684821853396,0.393098043606034,17322,4273,5335,6310,7207,7976,9290,10772,0.246680521879691,0.307989839510449,0.364276642420044,0.416060501096871,0.460454912827618,0.536312204133472,0.621868144556056,47004,0.049293677133861,0.00500154542133805
"24","90025",220.666666666667,42147,1002,1189,5904,6511,3276,1464,883,630,959,1137,5867,5917,3520,1838,1056,994,0.0237739340878354,0.0282107860583197,0.14008114456545,0.154483118608679,0.077727952167414,0.0347355683678554,0.0209504828338909,0.0149476831091181,0.0227536953994353,0.0269770090397893,0.139203264763803,0.140389588820082,0.0835172135620566,0.0436092723088239,0.025055164068617,0.0235841222388308,0.0465276294872707,0.055187795098109,0.279284409329252,0.294872707428761,0.161245165729471,0.0783448406766792,0.0460056469025079,0.0385318053479488,0.192065864711605,0.232211070776093,0.11998481505208,0.0706337343108644,0.035898165943009,0.0149476831091181,0.188933969203027,0.223906802382139,0.147175362421999,0.0922485586162716,0.0486392863074477,0.0235841222388308,0.380999833914632,0.456117873158232,0.267160177474079,0.162882292927136,0.0845374522504567,0.0385318053479488,42147,24328,1129,6354,0.577217832823214,0.0267871971907846,0.150758061071962,32821,3055,3163,5453,21150,6218,11671,0.0930806495841077,0.0963712257396179,0.166143627555528,0.644404497120746,0.189451875323726,0.355595502879254,42394,4969,11017,0.1172099825447,0.259871679954711,20828,2634,4344,5795,7249,8794,10830,13604,0.126464374879969,0.208565392740542,0.278231227194162,0.348041098521221,0.422220088342616,0.519973113116958,0.653159208757442,37618,0.0560635865808921,0.00523564350171226
"25","90026",312.666666666667,67869,2070,3639,8917,9748,6350,2114,1106,571,1845,3666,8317,8538,6010,2441,1500,1037,0.0304999336957963,0.0536179993811608,0.131385463171698,0.143629639452475,0.0935625985354138,0.0311482414651756,0.0162960998393965,0.0084132667344443,0.0271847235114706,0.0540158246032798,0.122544902680163,0.125801175794545,0.0885529475902106,0.0359663469330622,0.0221014012288379,0.0152794353828699,0.0576846572072669,0.107633823984441,0.253930365851862,0.26943081524702,0.182115546125624,0.0671145883982378,0.0383975010682344,0.0236927021173142,0.215503396248655,0.237192237987888,0.112805551871989,0.0558576080390163,0.0247093665738408,0.0084132667344443,0.203745450794914,0.214354123384756,0.129411071328589,0.0733471835447701,0.0373808366117078,0.0152794353828699,0.419248847043569,0.451546361372644,0.242216623200578,0.129204791583786,0.0620902031855486,0.0236927021173142,67869,14329,1752,38701,0.211127318805346,0.0258144366352827,0.570230885971504,47814,14204,8391,9616,15603,22595,32211,0.297067804408751,0.175492533567574,0.201112644832058,0.326327017191617,0.472560337976325,0.673672982808383,69527,14390,33745,0.206969954118544,0.485351014713708,25276,5054,8214,11227,13718,15620,17921,20933,0.199952524133565,0.32497230574458,0.44417629371736,0.542728279791106,0.617977528089888,0.709012501978161,0.828176926728913,57690,0.0958398335933437,0.00460691430058888
"26","90027",337.333333333333,45151,912,1417,4868,6818,4659,1848,1097,743,829,1333,5330,6063,4425,2006,1570,1233,0.0201988881752342,0.0313835795441961,0.107815995216053,0.151004407432836,0.103187083342562,0.0409293260392904,0.0242962503599034,0.0164558924497796,0.0183606121680583,0.0295231556333193,0.118048326725875,0.134282740138646,0.0980044738765476,0.0444286948240349,0.0347722088104361,0.0273083652632278,0.0385595003432925,0.0609067351775155,0.225864321941928,0.285287147571482,0.201191557219109,0.0853580208633253,0.0590684591703395,0.0437642577130075,0.159398462935483,0.254191490775398,0.145135212952094,0.0816814688489734,0.0407521428096831,0.0164558924497796,0.165932094527253,0.232287214015193,0.171380478837678,0.106509268897699,0.0620805740736639,0.0273083652632278,0.325330557462736,0.486478704790592,0.316515691789772,0.188190737746672,0.102832716883347,0.0437642577130075,45151,26767,1320,9567,0.592832938362384,0.0292352328852074,0.211888994706651,36218,4742,5699,9626,16151,10441,20067,0.130929372135402,0.157352697553703,0.265779446683969,0.445938483626926,0.288282069689105,0.554061516373074,44943,9329,17668,0.207574038226198,0.393120174443184,21702,5747,7961,9591,11091,12710,14475,16449,0.264814302829232,0.366832549995392,0.441940834946088,0.511058888581698,0.585660307805732,0.666989217583633,0.757948576168095,40888,0.065006847974956,0.00747122618177522
"27","90028",171,28714,399,699,5211,5137,2785,927,567,331,391,724,4129,3131,2017,961,761,544,0.0138956606533398,0.0243435258062269,0.181479417705649,0.178902277634603,0.0969910148359685,0.0322839033224211,0.0197464651389566,0.0115274778853521,0.0136170509159295,0.0252141812356342,0.143797450720903,0.109040885978965,0.0702444800445776,0.033467994706415,0.0265027512711569,0.0189454621439019,0.0275127115692693,0.0495577070418611,0.325276868426552,0.287943163613568,0.167235494880546,0.0657518980288361,0.0462492164101135,0.030472940029254,0.219718604165216,0.275893292470572,0.12025492790973,0.0635578463467298,0.0312739430243087,0.0115274778853521,0.182628682872466,0.179285366023543,0.123180330152539,0.0789162081214738,0.0454482134150589,0.0189454621439019,0.402347287037682,0.455178658494114,0.243435258062269,0.142474054468204,0.0767221564393676,0.030472940029254,28714,13991,2168,9229,0.487253604513478,0.0755032388381974,0.321411158319983,20460,3616,3160,5574,8110,6776,12350,0.176735092864125,0.1544477028348,0.272434017595308,0.396383186705767,0.331182795698925,0.603616813294233,27098,6906,14428,0.254852756661008,0.532437818289173,14663,5047,7065,8525,9955,11013,12399,13219,0.344199686285208,0.481825001704972,0.581395348837209,0.678919729932483,0.751074132169406,0.845597763077133,0.901520834754143,25153,0.0785592175883592,0.00595528313714564
"28","90029",238.666666666667,38617,1097,2209,5214,5134,3606,1219,698,398,1070,2056,4469,4344,3679,1610,1055,759,0.0284071781857731,0.0572027863376233,0.135018256208406,0.132946629722661,0.0933785638449388,0.0315664085765337,0.0180749410881218,0.0103063417665795,0.0277080042468343,0.0532408006836367,0.115726234559909,0.112489318175933,0.0952689230131807,0.0416914830256105,0.0273195742807572,0.0196545562835021,0.0561151824326074,0.11044358702126,0.250744490768315,0.245435947898594,0.188647486858119,0.0732578916021441,0.045394515368879,0.0299608980500816,0.220628220731802,0.2263251935676,0.116736152471709,0.0599476914312349,0.0283812828547013,0.0103063417665795,0.19667503949038,0.207758241189114,0.151254628790429,0.0886656135898697,0.0469741305642593,0.0196545562835021,0.417303260222182,0.434083434756713,0.267990781262138,0.148613305021105,0.0753554134189606,0.0299608980500816,38617,7898,1075,22660,0.204521324805138,0.0278374809021933,0.586788202087164,26821,9216,5532,5813,6260,14748,20561,0.343611349315835,0.206256291711718,0.216733156854703,0.233399202117744,0.549867641027553,0.766600797882256,38067,8957,20465,0.235295662910132,0.537604749520582,13906,3880,5729,7755,9135,10464,11642,12720,0.279016251977564,0.411980440097799,0.557672946929383,0.656910686034805,0.752480943477635,0.837192578742989,0.914713073493456,31841,0.0827235325523696,0.00618035234913812
"29","90031",234,39316,1435,2863,4802,4380,3481,1373,729,483,1339,2732,4489,4256,3619,1549,963,823,0.0364991352121274,0.0728202258622444,0.122138569539119,0.111405025943636,0.0885390171940177,0.034922169091464,0.0185420693865093,0.012285074778716,0.0340573812188422,0.0694882490589073,0.114177434123512,0.108251093702309,0.0920490385593651,0.0393987180791535,0.0244938447451419,0.0209329535049344,0.0705565164309696,0.142308474921152,0.236316003662631,0.219656119645946,0.180588055753383,0.0743208871706176,0.0430359141316512,0.0332180282836504,0.231457930613491,0.199944043137654,0.120587038355886,0.0657493132566894,0.0308271441652254,0.012285074778716,0.217723064401262,0.200300132261675,0.145004578288737,0.0848255163292298,0.0454267982500763,0.0209329535049344,0.449180995014752,0.400244175399329,0.265591616644623,0.150574829585919,0.0762539424153017,0.0332180282836504,39316,1985,399,26643,0.050488350798657,0.0101485400345915,0.677663037948927,24965,11967,5440,4482,3076,17407,21889,0.479351091528139,0.217905067093932,0.179531343881434,0.123212497496495,0.697256158622071,0.876787502503505,38658,11344,22842,0.293445082518496,0.590873816545088,10951,3325,4907,6233,7107,7915,8909,9805,0.303625239704137,0.44808693270021,0.569171765135604,0.648981828143549,0.722765044288193,0.813533010683956,0.895352022646334,30178,0.0724700112664855,0.00595177535863262
"30","90032",252.333333333333,45786,1640,3429,5795,5029,3797,1498,889,487,1591,3181,5712,4815,4033,1864,1196,830,0.035818809243,0.0748918883501507,0.126567072904381,0.109837068099419,0.0829292796924824,0.0327174245402525,0.0194164154981872,0.0106364390861835,0.0347486131131787,0.0694753854890141,0.124754291704888,0.105163150307954,0.0880836937054995,0.0407111344078976,0.0261215218625781,0.0181278119949329,0.0705674223561787,0.144367273839165,0.251321364609269,0.215000218407373,0.171012973397982,0.0734285589481501,0.0455379373607653,0.0287642510811165,0.237277770497532,0.192766347791901,0.113549993447779,0.0627702791246232,0.0300528545843708,0.0106364390861835,0.228978290307081,0.193246844013454,0.141309570611104,0.0849604682654086,0.044249333857511,0.0181278119949329,0.466256060804613,0.386013191805355,0.254859564058883,0.147730747390032,0.0743021884418818,0.0287642510811165,45786,2129,843,37372,0.0464989298038702,0.0184117415803958,0.816232035993535,28893,11141,6923,6746,4083,18064,24810,0.385595126847333,0.239608209600941,0.233482158308241,0.141314505243485,0.625203336448275,0.858685494756515,47223,8432,22583,0.178557059060204,0.478220358723503,13042,2470,4046,5768,7150,8487,9733,11354,0.189388130654808,0.31022849256249,0.442263456525073,0.548228799263917,0.650743750958442,0.74628124520779,0.870571998159791,37744,0.0806750741839763,0.00551114605629086
